SUBS,SCANS,CONDITION,TRIAL_INFO,ALT_DELAY,ALT_UNTIL,ALT_PERCEPT,TIME
S01,scan1,Rival,Trial 2,2.29880920619871,0.0501041333463945,1,71.77508263201
S01,scan1,Rival,Trial 2,0.0333173629605881,2.29880920619871,3,74.0738918382087
S01,scan1,Rival,Trial 2,2.53222658187042,0.0333173629605881,2,74.1072092011693
S01,scan1,Rival,Trial 2,0.0666453417961748,2.53222658187042,3,76.6394357830397
S01,scan1,Rival,Trial 2,2.39888561255702,0.0666453417961748,1,76.7060811248359
S01,scan1,Rival,Trial 2,0.0666369608425157,2.39888561255702,3,79.1049667373929
S01,scan1,Rival,Trial 2,2.91537779242844,0.0666369608425157,2,79.1716036982355
S01,scan1,Rival,Trial 2,0.0999417523735247,2.91537779242844,3,82.0869814906639
S01,scan1,Rival,Trial 2,3.16526877019351,0.0999417523735247,1,82.1869232430374
S01,scan1,Rival,Trial 2,0.0666841735464914,3.16526877019351,3,85.3521920132309
S01,scan1,Rival,Trial 2,4.21474265584038,0.0666841735464914,2,85.4188761867774
S01,scan1,Rival,Trial 2,0.0499563492012385,4.21474265584038,3,89.6336188426178
S01,scan1,Rival,Trial 2,2.83206943899313,0.0499563492012385,1,89.683575191819
S01,scan1,Rival,Trial 2,0.08334243597983,2.83206943899313,3,92.5156446308122
S01,scan1,Rival,Trial 2,2.58216868344971,0.08334243597983,2,92.598987066792
S01,scan1,Rival,Trial 2,0.033240258189835,2.58216868344971,3,95.1811557502417
S01,scan1,Rival,Trial 2,2.18237569299981,0.033240258189835,1,95.2143960084315
S01,scan1,Rival,Trial 2,0.199948317454073,2.18237569299981,3,97.3967717014314
S01,scan1,Rival,Trial 2,3.01527959559098,0.199948317454073,2,97.5967200188854
S01,scan1,Rival,Trial 2,0.0666383576681255,3.01527959559098,3,100.611999614476
S01,scan1,Rival,Trial 2,2.29900140939662,0.0666383576681255,1,100.678637972145
S01,scan1,Rival,Trial 2,0.0832387915224899,2.29900140939662,3,102.977639381541
S01,scan1,Rival,Trial 2,1.59934907928255,0.0832387915224899,2,103.060878173064
S01,scan1,Rival,Trial 2,0.25002255873278,1.59934907928255,3,104.660227252346
S01,scan1,Rival,Trial 2,1.51581360200817,0.25002255873278,1,104.910249811079
S01,scan1,Rival,Trial 2,0.099937282531755,1.51581360200817,3,106.426063413087
S01,scan1,Rival,Trial 2,NaN,0.099937282531755,2,106.526000695619
S01,scan1,Rival,Trial 3,0.266767424352111,NaN,2,120.722405976178
S01,scan1,Rival,Trial 3,1.01603835124297,0.266767424352111,1,120.98917340053
S01,scan1,Rival,Trial 3,0.083253318507559,1.01603835124297,3,122.005211751773
S01,scan1,Rival,Trial 3,2.28230655013431,0.083253318507559,2,122.088465070281
S01,scan1,Rival,Trial 3,0.0500108253982035,2.28230655013431,3,124.370771620415
S01,scan1,Rival,Trial 3,2.54882198715222,0.0500108253982035,1,124.420782445813
S01,scan1,Rival,Trial 3,0.0500127809536934,2.54882198715222,3,126.969604432965
S01,scan1,Rival,Trial 3,2.1822762390193,0.0500127809536934,2,127.019617213919
S01,scan1,Rival,Trial 3,0.0666718814827618,2.1822762390193,3,129.201893452938
S01,scan1,Rival,Trial 3,2.43224124853805,0.0666718814827618,1,129.268565334421
S01,scan1,Rival,Trial 3,0.0499697587265473,2.43224124853805,3,131.700806582959
S01,scan1,Rival,Trial 3,1.89917713005434,0.0499697587265473,2,131.750776341686
S01,scan1,Rival,Trial 3,0.0832616994612181,1.89917713005434,3,133.64995347174
S01,scan1,Rival,Trial 3,2.26568320834122,0.0832616994612181,1,133.733215171201
S01,scan1,Rival,Trial 3,0.0666456211611148,2.26568320834122,3,135.998898379542
S01,scan1,Rival,Trial 3,2.86545552577263,0.0666456211611148,2,136.065544000704
S01,scan1,Rival,Trial 3,0.0665576211495136,2.86545552577263,3,138.930999526476
S01,scan1,Rival,Trial 3,4.14813921881159,0.0665576211495136,1,138.997557147626
S01,scan1,Rival,Trial 3,0.133231458187765,4.14813921881159,3,143.145696366437
S01,scan1,Rival,Trial 3,2.79880683159536,0.133231458187765,2,143.278927824625
S01,scan1,Rival,Trial 3,0.0499384698332506,2.79880683159536,3,146.07773465622
S01,scan1,Rival,Trial 3,3.01533155750258,0.0499384698332506,1,146.127673126054
S01,scan1,Rival,Trial 3,0.399831263470332,3.01533155750258,3,149.143004683556
S01,scan1,Rival,Trial 3,2.43245021364419,0.399831263470332,2,149.542835947027
S01,scan1,Rival,Trial 3,1.14922455228316,2.43245021364419,1,151.975286160671
S01,scan1,Rival,Trial 3,0.133311356610648,1.14922455228316,3,153.124510712954
S01,scan1,Rival,Trial 3,1.3993602538867,0.133311356610648,2,153.257822069565
S01,scan1,Rival,Trial 3,0.0334285502767671,1.3993602538867,3,154.657182323451
S01,scan1,Rival,Trial 3,2.28221100726478,0.0334285502767671,1,154.690610873728
S01,scan1,Rival,Trial 3,0.0499507618987991,2.28221100726478,3,156.972821880993
S01,scan1,Rival,Trial 3,2.71547193847255,0.0499507618987991,2,157.022772642892
S01,scan1,Rival,Trial 3,0.049952438089349,2.71547193847255,3,159.738244581364
S01,scan1,Rival,Trial 3,NaN,0.049952438089349,1,159.788197019454
S01,scan1,Rival,Trial 4,1.28276247400117,NaN,1,175.080399899988
S01,scan1,Rival,Trial 4,0.0665950560760393,1.28276247400117,3,176.363162373989
S01,scan1,Rival,Trial 4,2.83205910248307,0.0665950560760393,2,176.429757430065
S01,scan1,Rival,Trial 4,0.0502879555924665,2.83205910248307,3,179.261816532548
S01,scan1,Rival,Trial 4,3.74800707911163,0.0502879555924665,1,179.312104488141
S01,scan1,Rival,Trial 4,0.0499957396823447,3.74800707911163,3,183.060111567252
S01,scan1,Rival,Trial 4,2.61559360198044,0.0499957396823447,2,183.110107306935
S01,scan1,Rival,Trial 4,0.183196467707603,2.61559360198044,3,185.725700908915
S01,scan1,Rival,Trial 4,1.5825947152498,0.183196467707603,1,185.908897376623
S01,scan1,Rival,Trial 4,0.0832885185127452,1.5825947152498,3,187.491492091873
S01,scan1,Rival,Trial 4,2.5821759469427,0.0832885185127452,2,187.574780610385
S01,scan1,Rival,Trial 4,0.266633608462143,2.5821759469427,3,190.156956557328
S01,scan1,Rival,Trial 4,2.73204974375221,0.266633608462143,1,190.42359016579
S01,scan1,Rival,Trial 4,0.0832904740682352,2.73204974375221,3,193.155639909542
S01,scan1,Rival,Trial 4,2.98194798500936,0.0832904740682352,2,193.238930383611
S01,scan1,Rival,Trial 4,0.0666372402074558,2.98194798500936,3,196.22087836862
S01,scan1,Rival,Trial 4,3.13201426438354,0.0666372402074558,1,196.287515608827
S01,scan1,Rival,Trial 4,0.0998872761756502,3.13201426438354,3,199.419529873211
S01,scan1,Rival,Trial 4,1.44936018404587,0.0998872761756502,2,199.519417149387
S01,scan1,Rival,Trial 4,0.133259394699962,1.44936018404587,3,200.968777333432
S01,scan1,Rival,Trial 4,2.16569396389696,0.133259394699962,1,201.102036728132
S01,scan1,Rival,Trial 4,0.116682148150176,2.16569396389696,3,203.267730692029
S01,scan1,Rival,Trial 4,3.64830641883327,0.116682148150176,2,203.38441284018
S01,scan1,Rival,Trial 4,0.0832932677194549,3.64830641883327,3,207.032719259013
S01,scan1,Rival,Trial 4,2.69878713635353,0.0832932677194549,1,207.116012526732
S01,scan1,Rival,Trial 4,0.116618452903822,2.69878713635353,3,209.814799663086
S01,scan1,Rival,Trial 4,2.5488471300132,0.116618452903822,2,209.93141811599
S01,scan1,Rival,Trial 4,0.0833198074051325,2.5488471300132,3,212.480265246003
S01,scan1,Rival,Trial 4,2.14902061574867,0.0833198074051325,1,212.563585053408
S01,scan1,Rival,Trial 4,0.116608395759613,2.14902061574867,3,214.712605669157
S01,scan1,Rival,Trial 4,NaN,0.116608395759613,2,214.829214064916
S01,scan1,Rival,Trial 5,1.08288511528735,NaN,1,228.94228752537
S01,scan1,Rival,Trial 5,0.0666031576638488,1.08288511528735,3,230.025172640657
S01,scan1,Rival,Trial 5,2.19901132685845,0.0666031576638488,2,230.091775798321
S01,scan1,Rival,Trial 5,0.0667478687937546,2.19901132685845,3,232.290787125179
S01,scan1,Rival,Trial 5,4.24800973307993,0.0667478687937546,1,232.357534993973
S01,scan1,Rival,Trial 5,0.083267286764567,4.24800973307993,3,236.605544727053
S01,scan1,Rival,Trial 5,2.41558214800989,0.083267286764567,2,236.688812013817
S01,scan1,Rival,Trial 5,0.116596383059914,2.41558214800989,3,239.104394161827
S01,scan1,Rival,Trial 5,2.11575717025516,0.116596383059914,1,239.220990544887
S01,scan1,Rival,Trial 5,0.083297737562134,2.11575717025516,3,241.336747715142
S01,scan1,Rival,Trial 5,1.99912893957116,0.083297737562134,2,241.420045452705
S01,scan1,Rival,Trial 5,0.116598059250464,1.99912893957116,3,243.419174392276
S01,scan1,Rival,Trial 5,1.91579181152974,0.116598059250464,1,243.535772451526
S01,scan1,Rival,Trial 5,0.099937282531755,1.91579181152974,3,245.451564263056
S01,scan1,Rival,Trial 5,2.58221896917075,0.099937282531755,2,245.551501545588
S01,scan1,Rival,Trial 5,0.0666433862397753,2.58221896917075,3,248.133720514758
S01,scan1,Rival,Trial 5,2.66561308769724,0.0666433862397753,1,248.200363900998
S01,scan1,Rival,Trial 5,0.0831373819855799,2.66561308769724,3,250.865976988695
S01,scan1,Rival,Trial 5,2.54881975223088,0.0831373819855799,2,250.949114370681
S01,scan1,Rival,Trial 5,0.133307724864608,2.54881975223088,3,253.497934122912
S01,scan1,Rival,Trial 5,2.49886535858604,0.133307724864608,1,253.631241847777
S01,scan1,Rival,Trial 5,0.0833033248636639,2.49886535858604,3,256.130107206363
S01,scan1,Rival,Trial 5,2.03240747078235,0.0833033248636639,2,256.213410531226
S01,scan1,Rival,Trial 5,0.0668710688087231,2.03240747078235,3,258.245818002009
S01,scan1,Rival,Trial 5,1.58238854379579,0.0668710688087231,1,258.312689070817
S01,scan1,Rival,Trial 5,0.116608116394673,1.58238854379579,3,259.895077614613
S01,scan1,Rival,Trial 5,3.86493646538838,0.116608116394673,2,260.011685731008
S01,scan1,Rival,Trial 5,0.899606514236439,3.86493646538838,3,263.876622196396
S01,scan1,Rival,Trial 5,0.433145832779701,0.899606514236439,2,264.776228710633
S01,scan1,Rival,Trial 5,0.0332598137474633,0.433145832779701,3,265.209374543412
S01,scan1,Rival,Trial 5,1.7493645142049,0.0332598137474633,1,265.24263435716
S01,scan1,Rival,Trial 5,0.133196537549338,1.7493645142049,3,266.991998871365
S01,scan1,Rival,Trial 5,1.6994671110433,0.133196537549338,2,267.125195408914
S01,scan1,Rival,Trial 5,0.0830443534023289,1.6994671110433,3,268.824662519957
S01,scan1,Rival,Trial 5,NaN,0.0830443534023289,1,268.90770687336
S01,scan2,Relay Smooth,Trial 1,3.36510478287073,NaN,1,12.6692080473917
S01,scan2,Relay Smooth,Trial 1,0.083311985182263,3.36510478287073,3,16.0343128302625
S01,scan2,Relay Smooth,Trial 1,1.93249728666615,0.083311985182263,2,16.1176248154447
S01,scan2,Relay Smooth,Trial 1,0.100028076194576,1.93249728666615,3,18.0501221021109
S01,scan2,Relay Smooth,Trial 1,2.14924438720573,0.100028076194576,1,18.1501501783055
S01,scan2,Relay Smooth,Trial 1,0.0513260763582366,2.14924438720573,3,20.2993945655112
S01,scan2,Relay Smooth,Trial 1,2.56388060493737,0.0513260763582366,2,20.3507206418694
S01,scan2,Relay Smooth,Trial 1,0.0666148909986077,2.56388060493737,3,22.9146012468068
S01,scan2,Relay Smooth,Trial 1,2.29899805701552,0.0666148909986077,1,22.9812161378054
S01,scan2,Relay Smooth,Trial 1,0.233197235961597,2.29899805701552,3,25.2802141948209
S01,scan2,Relay Smooth,Trial 1,2.88207495645383,0.233197235961597,2,25.5134114307825
S01,scan2,Relay Smooth,Trial 1,0.0665922624248196,2.88207495645383,3,28.3954863872364
S01,scan2,Relay Smooth,Trial 1,3.23190573103602,0.0665922624248196,1,28.4620786496612
S01,scan2,Relay Smooth,Trial 1,0.0666439449705649,3.23190573103602,3,31.6939843806972
S01,scan2,Relay Smooth,Trial 1,4.13144491827825,0.0666439449705649,2,31.7606283256678
S01,scan2,Relay Smooth,Trial 1,0.0499893142841756,4.13144491827825,3,35.892073243946
S01,scan2,Relay Smooth,Trial 1,2.83212279773034,0.0499893142841756,1,35.9420625582302
S01,scan2,Relay Smooth,Trial 1,0.0666107005217782,2.83212279773034,3,38.7741853559605
S01,scan2,Relay Smooth,Trial 1,2.49911762528518,0.0666107005217782,2,38.8407960564823
S01,scan2,Relay Smooth,Trial 1,0.0664207322433867,2.49911762528518,3,41.3399136817675
S01,scan2,Relay Smooth,Trial 1,2.44884643160003,0.0664207322433867,1,41.4063344140109
S01,scan2,Relay Smooth,Trial 1,0.0999842158707906,2.44884643160003,3,43.8551808456109
S01,scan2,Relay Smooth,Trial 1,2.88204143264011,0.0999842158707906,2,43.9551650614817
S01,scan2,Relay Smooth,Trial 1,0.033286632798081,2.88204143264011,3,46.8372064941218
S01,scan2,Relay Smooth,Trial 1,2.38242122951397,0.033286632798081,1,46.8704931269199
S01,scan2,Relay Smooth,Trial 1,0.0847895472752498,2.38242122951397,3,49.2529143564338
S01,scan2,Relay Smooth,Trial 1,1.83087375630112,0.0847895472752498,2,49.3377039037091
S01,scan2,Relay Smooth,Trial 1,0.066787818004741,1.83087375630112,3,51.1685776600102
S01,scan2,Relay Smooth,Trial 1,NaN,0.066787818004741,1,51.235365478015
S01,scan2,Relay Smooth,Trial 2,1.54933294594775,NaN,2,66.8505413285759
S01,scan2,Relay Smooth,Trial 2,0.0665788528986013,1.54933294594775,3,68.3998742745237
S01,scan2,Relay Smooth,Trial 2,2.26566141786134,0.0665788528986013,1,68.4664531274223
S01,scan2,Relay Smooth,Trial 2,0.0666431068757447,2.26566141786134,3,70.7321145452836
S01,scan2,Relay Smooth,Trial 2,2.46558934166205,0.0666431068757447,2,70.7987576521594
S01,scan2,Relay Smooth,Trial 2,0.0833036042286039,2.46558934166205,3,73.2643469938214
S01,scan2,Relay Smooth,Trial 2,2.28225319139801,0.0833036042286039,1,73.34765059805
S01,scan2,Relay Smooth,Trial 2,0.033337197884066,2.28225319139801,3,75.629903789448
S01,scan2,Relay Smooth,Trial 2,2.28232834061237,0.033337197884066,2,75.6632409873321
S01,scan2,Relay Smooth,Trial 2,0.0500225587338718,2.28232834061237,3,77.9455693279445
S01,scan2,Relay Smooth,Trial 2,2.08234677871042,0.0500225587338718,1,77.9955918866783
S01,scan2,Relay Smooth,Trial 2,2.13241655014826,2.08234677871042,2,80.0779386653888
S01,scan2,Relay Smooth,Trial 2,0.0693526691238731,2.13241655014826,3,82.210355215537
S01,scan2,Relay Smooth,Trial 2,2.92928263228987,0.0693526691238731,1,82.2797078846609
S01,scan2,Relay Smooth,Trial 2,0.0499697587265473,2.92928263228987,3,85.2089905169508
S01,scan2,Relay Smooth,Trial 2,4.21474852250776,0.0499697587265473,2,85.2589602756773
S01,scan2,Relay Smooth,Trial 2,0.0333640169346836,4.21474852250776,3,89.4737087981851
S01,scan2,Relay Smooth,Trial 2,2.81550867498572,0.0333640169346836,1,89.5070728151198
S01,scan2,Relay Smooth,Trial 2,0.0165495894025298,2.81550867498572,3,92.3225814901055
S01,scan2,Relay Smooth,Trial 2,3.3817879087992,0.0165495894025298,2,92.339131079508
S01,scan2,Relay Smooth,Trial 2,0.0666364021117261,3.3817879087992,3,95.7209189883072
S01,scan2,Relay Smooth,Trial 2,2.36559646547266,0.0666364021117261,1,95.7875553904189
S01,scan2,Relay Smooth,Trial 2,0.0499619365036779,2.36559646547266,3,98.1531518558916
S01,scan2,Relay Smooth,Trial 2,1.33275039145974,0.0499619365036779,2,98.2031137923953
S01,scan2,Relay Smooth,Trial 2,0.0499820507920958,1.33275039145974,3,99.535864183855
S01,scan2,Relay Smooth,Trial 2,1.24943393643571,0.0499820507920958,1,99.5858462346471
S01,scan2,Relay Smooth,Trial 2,0.0666654560845927,1.24943393643571,3,100.835280171083
S01,scan2,Relay Smooth,Trial 2,2.2656558305589,0.0666654560845927,2,100.901945627167
S01,scan2,Relay Smooth,Trial 2,0.0665855576617105,2.2656558305589,3,103.167601457726
S01,scan2,Relay Smooth,Trial 2,2.7321176294754,0.0665855576617105,1,103.234187015388
S01,scan2,Relay Smooth,Trial 2,0.0499661269805074,2.7321176294754,3,105.966304644863
S01,scan2,Relay Smooth,Trial 2,NaN,0.0499661269805074,2,106.016270771844
S01,scan2,Relay Smooth,Trial 3,1.58267377557786,NaN,2,120.846428945578
S01,scan2,Relay Smooth,Trial 3,0.116596941789794,1.58267377557786,3,122.429102721156
S01,scan2,Relay Smooth,Trial 3,1.98240390887713,0.116596941789794,1,122.545699662946
S01,scan2,Relay Smooth,Trial 3,0.0999420317384647,1.98240390887713,3,124.528103571823
S01,scan2,Relay Smooth,Trial 3,4.29807140292996,0.0999420317384647,2,124.628045603562
S01,scan2,Relay Smooth,Trial 3,0.0500052380957641,4.29807140292996,3,128.926117006492
S01,scan2,Relay Smooth,Trial 3,2.49885362525129,0.0500052380957641,1,128.976122244587
S01,scan2,Relay Smooth,Trial 3,0.0515724763899925,2.49885362525129,3,131.474975869839
S01,scan2,Relay Smooth,Trial 3,2.08241438506866,0.0515724763899925,2,131.526548346229
S01,scan2,Relay Smooth,Trial 3,0.0484977839359999,2.08241438506866,3,133.608962731297
S01,scan2,Relay Smooth,Trial 3,2.13224222631652,0.0484977839359999,1,133.657460515233
S01,scan2,Relay Smooth,Trial 3,0.0333179216913777,2.13224222631652,3,135.78970274155
S01,scan2,Relay Smooth,Trial 3,1.9824530771366,0.0333179216913777,2,135.823020663241
S01,scan2,Relay Smooth,Trial 3,0.0666584719565435,1.9824530771366,3,137.805473740378
S01,scan2,Relay Smooth,Trial 3,2.51557055435842,0.0666584719565435,1,137.872132212334
S01,scan2,Relay Smooth,Trial 3,0.0332813248614912,2.51557055435842,3,140.387702766693
S01,scan2,Relay Smooth,Trial 3,2.78204771835499,0.0332813248614912,2,140.420984091554
S01,scan2,Relay Smooth,Trial 3,0.0499686412658775,2.78204771835499,3,143.203031809909
S01,scan2,Relay Smooth,Trial 3,2.61554108133896,0.0499686412658775,1,143.253000451175
S01,scan2,Relay Smooth,Trial 3,0.0499859619021663,2.61554108133896,3,145.868541532514
S01,scan2,Relay Smooth,Trial 3,2.582174550118,0.0499859619021663,2,145.918527494416
S01,scan2,Relay Smooth,Trial 3,0.0499580253908789,2.582174550118,3,148.500702044534
S01,scan2,Relay Smooth,Trial 3,1.99910463480774,0.0499580253908789,1,148.550660069925
S01,scan2,Relay Smooth,Trial 3,1.73287359147525,1.99910463480774,2,150.549764704733
S01,scan2,Relay Smooth,Trial 3,0.0829784232355451,1.73287359147525,3,152.282638296208
S01,scan2,Relay Smooth,Trial 3,5.18104256267179,0.0829784232355451,1,152.365616719444
S01,scan2,Relay Smooth,Trial 3,1.9824136866564,5.18104256267179,2,157.546659282115
S01,scan2,Relay Smooth,Trial 3,0.0332718264471623,1.9824136866564,3,159.529072968772
S01,scan2,Relay Smooth,Trial 3,1.61602047187534,0.0332718264471623,1,159.562344795219
S01,scan2,Relay Smooth,Trial 3,NaN,1.61602047187534,2,161.178365267094
S01,scan2,Relay Smooth,Trial 4,2.44889168874761,NaN,1,174.721015341335
S01,scan2,Relay Smooth,Trial 4,0.049921987291782,2.44889168874761,3,177.169907030083
S01,scan2,Relay Smooth,Trial 4,2.66561811626889,0.049921987291782,2,177.219829017374
S01,scan2,Relay Smooth,Trial 4,0.0665176719394367,2.66561811626889,3,179.885447133643
S01,scan2,Relay Smooth,Trial 4,1.64928726974995,0.0665176719394367,1,179.951964805583
S01,scan2,Relay Smooth,Trial 4,2.032379813636,1.64928726974995,2,181.601252075333
S01,scan2,Relay Smooth,Trial 4,0.0333564740767542,2.032379813636,3,183.633631888969
S01,scan2,Relay Smooth,Trial 4,2.46552089720899,0.0333564740767542,1,183.666988363046
S01,scan2,Relay Smooth,Trial 4,0.0166434560815105,2.46552089720899,3,186.132509260254
S01,scan2,Relay Smooth,Trial 4,2.08241857554549,0.0166434560815105,2,186.149152716336
S01,scan2,Relay Smooth,Trial 4,0.050209174630254,2.08241857554549,3,188.231571291881
S01,scan2,Relay Smooth,Trial 4,1.49913326973092,0.050209174630254,1,188.281780466512
S01,scan2,Relay Smooth,Trial 4,0.0499518793585594,1.49913326973092,3,189.780913736243
S01,scan2,Relay Smooth,Trial 4,1.19947926342593,0.0499518793585594,2,189.830865615601
S01,scan2,Relay Smooth,Trial 4,0.0666914370403902,1.19947926342593,3,191.030344879027
S01,scan2,Relay Smooth,Trial 4,0.516340763980224,0.0666914370403902,1,191.097036316068
S01,scan2,Relay Smooth,Trial 4,0.0333198772468677,0.516340763980224,3,191.613377080048
S01,scan2,Relay Smooth,Trial 4,0.616400687797068,0.0333198772468677,2,191.646696957295
S01,scan2,Relay Smooth,Trial 4,0.383154004209246,0.616400687797068,3,192.263097645092
S01,scan2,Relay Smooth,Trial 4,1.41604924648254,0.383154004209246,1,192.646251649301
S01,scan2,Relay Smooth,Trial 4,0.0500007682539945,1.41604924648254,3,194.062300895783
S01,scan2,Relay Smooth,Trial 4,1.94910638083911,0.0500007682539945,2,194.112301664037
S01,scan2,Relay Smooth,Trial 4,0.0666512084635542,1.94910638083911,3,196.061408044877
S01,scan2,Relay Smooth,Trial 4,1.93244588348534,0.0666512084635542,1,196.12805925334
S01,scan2,Relay Smooth,Trial 4,0.099947060311024,1.93244588348534,3,198.060505136825
S01,scan2,Relay Smooth,Trial 4,2.73220311519981,0.099947060311024,2,198.160452197137
S01,scan2,Relay Smooth,Trial 4,0.0833022074039036,2.73220311519981,3,200.892655312336
S01,scan2,Relay Smooth,Trial 4,1.58266260097298,0.0833022074039036,1,200.97595751974
S01,scan2,Relay Smooth,Trial 4,0.0831544232578381,1.58266260097298,3,202.558620120713
S01,scan2,Relay Smooth,Trial 4,2.96537017972969,0.0831544232578381,2,202.641774543971
S01,scan2,Relay Smooth,Trial 4,0.0499865206329559,2.96537017972969,3,205.607144723701
S01,scan2,Relay Smooth,Trial 4,2.49886424112537,0.0499865206329559,1,205.657131244334
S01,scan2,Relay Smooth,Trial 4,0.0333025566096694,2.49886424112537,3,208.155995485459
S01,scan2,Relay Smooth,Trial 4,1.94917035545041,0.0333025566096694,2,208.189298042069
S01,scan2,Relay Smooth,Trial 4,0.0665606941665828,1.94917035545041,3,210.138468397519
S01,scan2,Relay Smooth,Trial 4,1.78259695017096,0.0665606941665828,1,210.205029091686
S01,scan2,Relay Smooth,Trial 4,0.11663744973157,1.78259695017096,3,211.987626041857
S01,scan2,Relay Smooth,Trial 4,1.68249651841234,0.11663744973157,2,212.104263491588
S01,scan2,Relay Smooth,Trial 4,0.0833164550249421,1.68249651841234,3,213.786760010001
S01,scan2,Relay Smooth,Trial 4,NaN,0.0833164550249421,1,213.870076465026
S01,scan2,Relay Smooth,Trial 5,2.08230347711742,NaN,2,228.683295893752
S01,scan2,Relay Smooth,Trial 5,0.083316175660002,2.08230347711742,3,230.76559937087
S01,scan2,Relay Smooth,Trial 5,2.7487770093685,0.083316175660002,1,230.84891554653
S01,scan2,Relay Smooth,Trial 5,0.0167269862504327,2.7487770093685,3,233.597692555898
